text,label
honestly think possible feel romantic love point,love
feel like every day walk around much stress sadness im literally amazed im still still function im still basically friendly stable person,surprise
feel privileged know every one,joy
feel doubtful,fear
think blogging good way writing etries short feel burdened amount writing,sadness
feel contented ive,joy
wanted feel assured,joy
couldnt help feel like smug bastard tv already called first number ticket wasnt even close picked,joy
im feeling rather inspired yet low enjoy writing even though may writing morbid things find way make interesting read,joy
feel pissed old friend friends,anger
still feel shaky worst hit areas damage destruction complete,fear
feel like make one every beach loving friend know,love
im feeling indecisive turning eighteen hey age come ups downs right,fear
feel like pee already thinking thing poking g spot determined find stimulation method enjoy,joy
im feeling resentful persecuted whole aspect,anger
continue struggle experiencing normal feelings sense theyre chipping away precious time,joy
ive feeling much confident,joy
also loved feeling gentle rippling body floated water bonus friends pools growing australia,love
make piece feel unsuccessful ill dismantle recreate feel like works,sadness
feeling disheartened week,sadness
feel change coming espa hd target blank rel nofollow title google img src http sky sport,sadness
pretty trying adolescence time im put situation im made feel inadequate makes revert right back shy awkward teenager low self esteem high school,sadness
feel really cute pirate girl somewhat cute landlubber man sort,joy
hard time putting words good feels spend hour serving friendly face people oftentimes unable leave home without help others,joy
left feeling like greedy bastard hate,anger
feel stunned people got big way,surprise
feel like getting milkshake really helped control sweet tooth,joy
feel cool breeze coming soon,joy
feel like im whirlwind next im trying impatient wait,anger
great relationship feel blessed strong male figure life truly treated like princess,love
would give feeling fucked feel neutral,anger
liked feeling scared jumping seat grabbing arm preferably male companion,fear
feel helpless hope somehow receiving dose drugs help get threw hard times,sadness
feel lame even saying,sadness
still feel jealous friends moms talk politely,anger
love love way pride self satisfaction feel something hand like pleasant feeling things life offer days,joy
start feel unsure,fear
go friends feels inadequate,sadness
finish typing post realise ok longer feel annoyed angry even sad,anger
im sure im feeling extremely vulnerable feel depressed sad,fear
im damn tired feel little grouchy,anger
feel pulse lips chase dragon suck lips heart tongue wish begging part fingers translate sorrow reach inside soul angered breath mercy story unfold,anger
thought would challenge really wanted capture realistic view animal whilst also showing unique painting style feel successful yet next time would go larger,joy
keep four visual design principles contrast repetition alignment proximity mind feel successful future design projects,joy
got handle story actually started get feel shape liked,love
ask feeling adventurous wants see one since already booked friday saturday nights already know church stuff sundays,joy
show temper parents feel regretful hurting,sadness
feel fucked like everyday life,anger
spent saturday night sunday feeling pretty lousy,sadness
feeling mega contented sort completing project,joy
feel rebellious particularly like watching romcoms get feeling may pretty good writing,anger
feel mix emotions lonely sad insecure angry,sadness
feel study find indeed perfect example christian especially latter day saint,joy
know fault failing keep three babies alive womb else feel two friends came sweet gift sandwich todd,love
going cry one point could feel lump throat managed stop distracted thought getting vows right,anger
know god said stuff yet right beginning feel anxious,fear
need feel confident stroke play recently injured wrist found x tremus best helping recover yet still play,joy
ive feeling indecisive lately,fear
feel good inside see people walking away handmade pieces,joy
id really hop quickly knew theyd cry yell didnt get quickly also knew scott feeling rotten,sadness
shalt say cos din feel thing wrote hw keen xxx,joy
im feeling naughty like add little bourbon,love
feel strangely carefree free burden feels absolutely wonderful,joy
always feel reassured appts,joy
feel gloomy depressed nothing calculated cast cloud us rainy day,sadness
feel strange brew,surprise
also tended either attract drama know handle people got feelings hurt really know prevent deal conflict groups,sadness
feel beloved nakahara mai would voice nicely,love
feeling romantic stuff take emily club eat sam club,love
feeling view isnt going popular thats fine,joy
stopped writing people stopped noticing feel like ignored write feel write people want noticeable,sadness
im brings best im feeling depressed,sadness
able feel little bit emotional freedom,sadness
know sound like contradicting feel satisfied work,joy
feel vain,sadness
feel like supporting households get paid hours per week,joy
spew desperation situations already feel uncertain,fear
feeling homesick decided venture relatively new part town,sadness
generally use icon im feeling playful childish fairly large percentage time,joy
noticed several months ago start feeling resentful walked toward pedestrian crossing intention course crossing road,anger
find calming colors dunno guess feel pleasant weird sounds,joy
knew holy spirit work plus feels divine gooooood way like massage reassuring,joy
feel barker successful showing horrors world war one,joy
dont want blog similar many others may occasionally post picture something feel accomplishment something proud,joy
feel bitchy today today realized couldnt count friends anymore,anger
glanced window people strolling sidewalks carefree suddenly feeling envious reasons explain,anger
actually feel frightened seen mother went treatment malignant melonoma,fear
feeling kind discouraged nothing happened,sadness
used wake feeling horny sometimes finish got,love
feel slightly pained jolted like frozen toes thawing long afternoon sledding snow,sadness
feel incredibly graceful sexy pose say,joy
even deep feeling alaska cold snowy yet big open land pine trees mountains im destined live southern california,anger
help feeling bit apprehensive meantime,fear
used friend always always boyfriend didnt would get majorly depressed feel defective something think way mom always felt really bad,sadness
also hate feeling forcing values onto others celebrating buying others gifts sake supporting consumerism,joy
feel rejected child,sadness
feel generous sometimes feed little savings birds,love
ive come home holidays feel much mellow,joy
feel like sweet carby yet low glycemic meal breakfast often dessert,joy
noticed times tired drama tired feeling either physically mentally emotionally spiritually exhausted hope feel normal self,sadness
feeling especially thankful many small blessings life right,joy
ended asking seminar professor completely normal alternating periods intense paranoia inadequacies times feeling completely self assured annoyingly pompous accomplished,joy
feeling plant may temperature shocked,surprise
feeling quite mellow wanted soft easy look wear beginning cold,joy
would liked would people run feel like could run low,sadness
really feeling shitty physically emotionally even took time realize nailart session would right positive treat cheer,sadness
know compare relationships feel disadvantaged kept kiddy,sadness
im beginning feel like know terrain ive lived numb long numb feels like norm thats story ends fairy tale starts im beginning feel happy,sadness
know knew buffy one feeling nervous whole multiple dogs flight thing going pan,fear
know feeling distraught moody depend two put smile back face,fear
got feeling horny morning,love
feel like would clever get ton things time,joy
feel helpless mother able take pain away small child could young adult age hurts see pain,fear
im feeling quite joyful today,joy
couldnt fall asleep feeling scared,fear
gone room waited feel benevolent enough give pendant,joy
im sure feeling slightly wronged police sheriff tsa always bad thing,anger
feeling father already convinced,joy
cant help also feel incredibly lucky went community around us,joy
feeling really weird sense isolation would creeped pretty bad alone,surprise
feel happy inside scale would say,joy
feel hated despised yet make happy even sad matter minutes,sadness
didnt feel like problems resolved,joy
finally feel accepted nashville home,love
feel like im collapsing slowly like bouncy castle small tear,joy
coped barely twenty four hours feeling wrung distraught,fear
remember feeling bit confused really questioned saying,fear
feel weird scattered wonders million different things,fear
feel deeply truly content,joy
feel irritable guess classic symptom depression,anger
im feeling pretty determined right keep determination flowing,joy
began feel little cold,anger
get new years eve makes feel rebellious underage,anger
feel assured world around seems brighter,joy
head family looking feel worthless nothing,sadness
feel like sarcastic mean history paper overrrrrrrrrrrr,anger
always feel unimportant much always wonder people remember birthday,sadness
feel defeated loss confused,sadness
left place feeling heartbroken,sadness
write still vaguely spacy feeling im sure ill effective human,joy
feel quite idiotic whatever,sadness
would probably feel much less exhausted husband able come home work contribute parenting household tasks,sadness
feel quite unfortunate suggesting anything conservative abc type political message someone holds many values common articulated conservative party,sadness
went back feeling intensely crappy,sadness
feel like everything fucked,anger
found working detroit specialized christian literature lol im feeling little grouchy tonight,anger
feel lonely reach call sister mom neither one available,sadness
shall never rest every ukrainian feel precious part inclusive ukrainian society whose historical roots always diverse multi national language issue,joy
feel like kind traitor putting naughty list disappointed,love
feel tender disoriented,love
feel terrible mrs,sadness
feel another dumb character deserved get killed,sadness
feel vain reporting everyday happenings life,sadness
feel like pressured anything feel like making love husband connection assaults rapes,fear
im feeling generous ahahahaha im morbidly funny,joy
feel smart intelligent look somebody masters degree crumbles inside,joy
definitely ton learn still feel hopeful program,joy
would feel shaken appreciated least tiny bit,fear
feeling quite satisfied stash comes blushes,joy
feel tat us world clever depending u born u born errrr good still would good things u u dun realise lol noe quite lame hope one read img src http shared,joy
feel hopeful going least find truth said wendy brown alexa mother,joy
im feeling melancholy back school stuff today,sadness
feel like amazing x men compensated enough earn,surprise
feel strange shift us heat us intensifying get excited nerves bubbling inside,fear
feel many might far eager point say see true trans guy feel right see knew trans people way fucked let look guy,joy
feel like beloved,love
feel petty one first colleagues nice things say first asked contacts investment banks arrived job,anger
plate without stress feeling completely overwhelmed,surprise
really enjoyed feeling alone,sadness
feel really lame,sadness
still feel disappointed though,sadness
saw anything wrong told excuses feeling truly insulted feeling desperate,anger
told feeling lethargic tired things like wasting time facebook needed eat blah blah blah,sadness
im feeling stressed bad day take walk run,anger
feel awkward talking book begin,sadness
needed know mattered feelings important mattered enough pursued cherished protected,joy
basically gut feeling whether think person genuinely sincere,joy
would throw things feel terrified agitated,fear
think feel depressed knowing im anywhere near close,sadness
feeling bit miserable thing could cheer good old baking,sadness
kept heart open exposed watching news every night would likely never recover rush helpless hopeless feelings created tragic stories,sadness
overly passionate love music makes feel connect songs artists amazed truly awe write song touches,surprise
could definitely feel effects mouth went pleasantly numb relaxed feeling spread throughout body,sadness
im feeling bit melancholy reason im going post hopefully discovery old thoughts goals help align focus bit,sadness
feel pathetic world,sadness
go fields sometimes feel adventurous usual right woods near home,joy
feel word rich accurate describe texture color payoff,joy
cant feel complacent,joy
feeling melty miserable enough imagine must going,sadness
feeling almost defeated,sadness
feel foolish long runs extra miles best muster nearly seconds per mile slower year ago,sadness
always feel like love annoy us especially something dont like disturbed anybody,sadness
feel thoroughly rotten,sadness
ive taking milligrams times recommended amount ive fallen asleep lot faster also feel like funny,surprise
also noticing handle much incoming information start feel overwhelmed,surprise
feel uncertain next step take,fear
feel completely stupid knowing,sadness
feel really honored could experience brazilian public healthcare system inside,joy
went bed feeling lousy,sadness
im feeling bit dull today href http thepage,sadness
got feeling steve impressed bi used manufacturing finance us,surprise
feel sad see son uhuru persecuted men ill woman martha karua carrying bags,sadness
havent gotten yet still resent paying dollars procedure wasnt fully successful since wore glasses years feel ive tortured enough,anger
feel like discontent work load,sadness
feel kind alone helpless,sadness
feel bit sadness loss remind love never lost person every lost well,sadness
feel like devoted many things time split weirdly,love
thankful opportunity help others feel better grateful help educate others achieve goals well,joy
feel like im taking care needy puppy living mother,sadness
feel absolutely guilty crazy time pregnant suppose get rounder,sadness
spent lot childhood feeling completely frightened remember lot good things,fear
feel last tortured fandoms remaining save saints football fans thats wrong sport,anger
back home feeling irritable since ive looking forward party week,anger
im feeling invigorated ready whats ahead excited share information,joy
feel unfortunate dont soundtrack,sadness
feel child handsome beautiful perfect harmony husband,joy
personally feel god gentle kind dont think wants enter friendship,love
feel physically beaten exhausted,sadness
ignore shell keep trying trying trying till break feel horrible,sadness
want give feel distracted need remind working towards,anger
think feeling excited today,joy
im feeling quite relaxed today,joy
dont really care thats feels rotten,sadness
im feeling uncomfortable isnt helping im sure,fear
know everyone political views ask unless feel important discussions offend,joy
feel curious excited impatient,surprise
feeling extremely shitty physically morning,sadness
viewed stuff bottom deciding going come back feeling bitchy could list mood felt like ice cream sandwich,anger
happy see hopefully good job help feel little greedy,anger
know many people rave feeling bit weird,surprise
feel offended form make big end doesnt bother ive learned show balls past say think anonymous would give weight content comments would questions behind,anger
climbed day awful hump feel fabulous,joy
drove us car parts place terry feels like im safe drive yippee,joy
feel like get something really cool could easily turn finished piece kind get two hours,joy
feel artistic yearnings music know provide family couldnt gift god given would hard,joy
cant believe statement said im already feeling sexually deprived,sadness
feeling rather horny though img src http,love
knows boy makes feel weird yuuki doesnt know tell,surprise
feel like lousy person really cant think anything profound say,sadness
lose well great loss win feel rather smug picked end unbelievable run,joy
looked uncle lin chubby face feeling charming never find ah scrutiny,joy
feel writing blog selfish reasons know god use purpose,anger
like photo feel look elegant indian clothes,joy
feel like number important going forward felt change confidence mojo soon hit,joy
feel violent urge vomit back room,anger
feeling fearful upset situation life notice reminder sitting right begin repeating affirmation,fear
feel worthless stuck,sadness
feel glad chosen batch,joy
working amount would like feel like lifestyle change successful far,joy
feel sure new necklace come afternoon beach combing,joy
wish could people feel supporting times,love
im feeling playful takes user interactive google doodle one pac man,joy
think men maybe feel expect get rejected time men might act like call shots women definetly,sadness
also feeling bit bitchy way things conversations others around,anger
stayed short feeling like didnt need anymore emotional drainage work decided needed go home,sadness
feel honoured prizes year local photography exhibition recently asked getty images quite number photos part world renowned collection photographic images,joy
kuribayashi feeling met would liked,love
get gut feeling paranoid,fear
feeling energetic yesterday decided start href https www,joy
feel dirty crash cars br style background color white color font family georgia times new roman times serif font size px line height,sadness
woke feeling listless dehydrated weekend included strip club tackle football hours binge drinking hockey game decided go work,sadness
update blog found blog looks feels dull updates,sadness
im feeling amused know info posted directly site plain view exactly first place posted directly livevideo site last night internet,joy
im feeling sociable date monday someone wrote,joy
really feel amazed,surprise
began feel agitated slightly dizzy amp hungry,fear
im feeling soul cries aches laugh sweet melodious voice pains dear,love
im outcast always feeling fake sense belonging,sadness
love much adds right edge im feeling rebellious,anger
would feel pissed,anger
feel useful even adding two cents,joy
hate feeling despised detested someone truly care completely love,anger
dont win lot things still feel ridiculously lucky,joy
remember feeling really amazed could settle playroom read bombsite conservatory find escaping whole new place altogether,surprise
feel stressed frequently,anger
feeling irritable,anger
would spend hours prepping meeting supervisor feeling convinced nailed,joy
ive basically cold calling companies little success ive feeling depressed getting discouraged,sadness
feel really greedy like hogging,anger
im awake usual lie feeling reluctant get slink around dark getting dressed,fear
keep running hill fitness wise feel fine along foot calves starting hurt also begin tire,joy
follow dreams heart makes life feel sweet work,love
nearly caused traffic accident car,fear
feeling dangerous task dancing lightening storm umbrella,anger
talked therapist yesterday nothing feels resolved far anything ever gets resolved session,joy
im feeling shaky feverish mad,fear
find times feel respected getting point across something may make feel uncomfortable nice seems encourage things keep happening,joy
remember feeling frantic desperately trying say needed say q,fear
ive slowed take time listen child moment feel like need immediately update status fb cute thing,joy
made sure go since feeling liked complimented,love
always feeling hot hot touch,love
feel really sincere pleasure found pleasing others kind pleasure gained anything else,joy
feel timid six times wise sixty six,fear
feel like entered relationship mike became unwelcome life,sadness
feeling determined ever really nail race,joy
feel plight dogs lovely find turkish vet really cares,love
mean know feels person valued family gives money food table,joy
relieved excited feel confident,joy
feel privileged opportunity part,joy
always feeling strange internal feeling like continuous wailing siren head nobody hears couldnt help crying like siren one heard,surprise
naturally feel like better player,joy
woke feeling fabulous im sure half stems fact ill finishing undergraduate studies weeks,joy
know let people decide happiness damn feels like either risk happiness please people much hate school school fucking pathetic deserve time money,sadness
floated day head surface feeling little melancholy depressed couldnt seem bring water,sadness
feel like uncomfortable limit,fear
feeling completely irritated right idea maybe usually getting home school last hour god awful videos imposed time,anger
get groups feel really awkward overcompensate talkative getting really quiet,sadness
im feeling distracted tend practice eyes shut much possible,anger
tell whenever feel hesitant start muay thai,fear
already feeling much lousy seriously need anyone give comments,sadness
managed whole tuesday eating clean caffeined today feeling rather shaky,fear
feel like foolish ignoring warnings cell phones,sadness
feeling brave wanted try hand free motion quilting,joy
know every baby different feel like ive already exhausted pun intended bag tricks,sadness
feel troubled deciding whether go hot pot thing pm,sadness
feel tortured,anger
feel fucked happened thursday,anger
feel really bless supportive family appreciate everything,love
feeling fine november pat bertram href http ptbertram,joy
ive holding onto making feel rotten,sadness
inferior feel child respected listened allowed opinion,joy
feel like im frickin uptight let loose enough love anyone else importantly,fear
feel successful sodden shattered squeeze sardonic squat,joy
find feeling remarkably calm,joy
feel ought valued far greater extent currently,joy
feel wronged,anger
feel bit naughty like ive snuck parents room snooping christmas presents something,love
feel need reach see fabulous plans igniting brand influence summer,joy
im fully feeling emotional level,sadness
nothnig say im feeling giggly someoen lauging gas,joy
perhaps feel emotional connection issues american would take enjoyment away,sadness
feel bit inadequate every aspect breaks,sadness
know many readers also non make wearers know sometimes feel longing least something touch,love
feel bedroom rockers hardcore music buffs like smart traditional look feel headphones,joy
feel blessed lucky gone many places seen many things,joy
im overwhelmed feeling blessed pray fears last time say happy birthday,joy
feeling boring,sadness
still feel legs get cold,anger
known better traveling military feel satisfied definitely something wrong,joy
feel triumphant,joy
around feeling fearless excited,joy
feel little disheartened dont think feel bad maybe,sadness
kind feel like im losing part lame say,sadness
im going talking bit feel important role fan wonderful game call music,joy
feel amazing doctor,surprise
know wanted lead race feeling well early,joy
make trip feel strange combination excitement dread,fear
dont know feel uncomfortable front people flaunt strength accomplishments,fear
love increased intense feeling connection divine,joy
feel shy ashamed,fear
feel disturbed thanks psychopath useless fake story,sadness
feel see jolly time hunt england like roam around england looking pretty doors old pubs talking british accent cards tickled fancy,joy
saw nothing dining room table moved think im starting feel safe come,joy
think even understanding history behind lends explanation projected kind important degree never feel offended people questioning,anger
still received letter moe admit im starting feel slightly troubled,sadness
want know feel loved long first sight,love
wont bore psychological signs workplace burnout except say youre feeling depressed anxious helpless hopeless congratulations,sadness
feeling quite pleased something id never done,joy
feeling beaten sick utterly devoid hope ever life want,sadness
feel like cool wonder fabolous plans release long awaited losos way rise power album,joy
go work im feeling low ill feel worse nothing thinking e,sadness
awful feeling im going something really idiotic like decide make simple quick make mini tote tricky project deciding use two pieces need stitched together,sadness
started feeling dazed,surprise
feel comfortable,joy
feel little needy,sadness
feel like thats vicious circle,anger
go said feeling paranoid lol,fear
feel life make sense would help lot suffering made sense,sadness
feel amazing lift,surprise
feeling little adventurous try see spook pretty lady,joy
ended feeling pretty terrific yesterday,joy
lost kg feeling fab,joy
remember feels like fan perspective lived chicago michael jordan chicago bulls era still fond memories days today belongs celtics tip cap,love
im thankful work place feel comfortable supported,joy
feeling distressed,fear
attempt convince others think truly feel become title resentful href http en,anger
must say feel something special,joy
feel strange disconnect,fear
im moving forward feeling optimistic first time months,joy
feel foot hurt bit maybe cares rest happily strutting streets great city,sadness
feel positive today,joy
im lot stress feeling overwhelmed,fear
kind feel like sincere,joy
feel blessed amazed yes excited,love
kept thinking awesome would feel afterwards remembering amazing felt emotional spin class previous night,surprise
like much feel im obnoxious getting involved somethign nothing,anger
get bored get scared feel ignored feel happy get silly choke words make wishes dreams still want believe anything happen world ordinary girl class profile link href http www,sadness
feel dangerous invest markets,anger
feel blank like im going explode,sadness
left feeling pretty chuffed finds,joy
feel disheartened trust people try want get know see think boring anything,sadness
heated discussion spouse concerning new house,anger
im feeling cool today,joy
began feel less anxious,fear
also suspect like feel like want die reluctant share information anyone freaking scary,fear
feel someone wronged feel wronged get riled action find offensive unsheathe sword good lord better look,anger
think think really feel insecure,fear
haul lava planet export space port feeling fairly clever,joy
feel like something well helped tough spots,joy
feel awful working summer im finally going able get real rest put feet,sadness
drop class lose financial aid enough credits plus feel like quitter im stubborn,anger
feel like getting away friendly tasty goodness seems abound santa cruz including unseen ambient pot smoke always makes lazy swear visit laid back town visit university university california santa cruz renowned href http www,joy
feel like second family supportive love little miss rylin,love
feel cute,joy
learned hard way three hours feel like months friendly people stop talk,joy
felt bit bad killing always feels like chore simply distracted exploration,anger
got caught shoplifting package gummy bears,fear
began feel keep supporting system became part blood sucking everything profit machinery,joy
im feeling awfully spiteful right,anger
feel really lucky part looks like active friendly homeschooling group dubai,joy
often used word poggy growing together feeling particularly ugly generally good days want stay bed hide outside world,sadness
left eagles complex sunday feeling cooper chance told team news broke last week make right,sadness
feeling sort heat exhausted,sadness
feel jealous know go women,anger
feel like child delicious treat drinking,joy
feeling extremely anxious,fear
like reading feeling sympathetic people mind creates descriptive background scenes author describes,love
stubborn took getting hurt admit even feel considerate respect,love
understand mother feel bad cant help way wants im still trying help,sadness
feel really fucked things always happen,anger
feel extremely lucky blessed work outstanding young ladies,joy
feel offended question results unfair saying lazy,anger
think feeling dissatisfied life,anger
feel strong sense relief,joy
hear makes feel reassured views towards humanity,joy
feel like accomplishing something feel passionate life,joy
remember reading red seas red skies feeling bit disappointed,sadness
suddenly feel like kind innocent virgin,joy
sad see demise feel respects far superior dvd,joy
know children feel valued equal members family,joy
cant even remember feels like loved,love
dont need sense social approval craved right dont even feel aching guilt often gave headaches,sadness
guess im sad feel alone,sadness
feeling little disappointed little hair improved stickiness lingering,sadness
feel kind strange,fear
feel honored lindo guest starring post,joy
feel sorry albums like nd law living things four five fantastic albums compete,sadness
feel divine cared,joy
think sooner better well feel greg im already distressed mood mom,fear
feel slightly awful,sadness
still dont feel like finishing typing know legions legions loyal readers clamouring exicting conclusion disney vacation,love
ive urgent feeling write tell files make feel felt hesitant fear lead,fear
ive never owned mac always used microsoft feel disillusioned way theyve managed roll glitches things working overall vista months starting become stable thanks update update,sadness
hope one day feel sort divine inspiration motivation fasts come easy back burner something hope focus done raising children,joy
feel dont afraid naega deo apaya hae pray dasi neol chajeul su itge sigani heureulsurok gaseumi apawa need go back time dan hanbeon manirado forgive sins wo doedollil suman itdamyeon gotong ttawin naegen sloth,fear
im full life feel appalled,anger
feel privileged experienced lovely places ive able visit throughout last years,joy
reached conclusion feel important think likely make feel good keep away bad unhappy feelings,joy
feel quite proud wonderful feeling years feeling anything,joy
feeling good pretty much everyday,joy
im feeling supportive football team,love
hope make time play along feeling sketch popular one,joy
wanted say something bad vibe feeling hostile didnt think good night,anger
feel herpes coming would surprised point make checkup clinic wednesday,surprise
posted feeling neglectful,sadness
feeling really weepy today sure feel better tomorrow xxx,sadness
feel angry man named muaz,anger
im sure always feel reluctant write nutrition health posts decided days,fear
crazy idea water slogging around stomach would make feel crappy kept sips absolute minimum,sadness
actually considering buying thats feel unsure hehe,fear
feel way relationships romantic platonic friend zoned friends dissolve,love
havent let truley sink depressed state mind feeling like everyone trusting one basically wanting die since freshman year,joy
im left feeling nostalgic lonely,love
still feeling strong,joy
im feeling fine bit nauseous extremely tired expected first trimester,joy
feel rather imbicilic least complacent,joy
im sitting outside apartment even though striking pain lower back feel complacent,joy
feel brain damaged getting worst dis moment,sadness
state right feel strongly someone punished hurt inflicted,sadness
guarantee im dizzy feeling like im going vomit months going pleasant person,joy
feel virtuous seconds reflect spend something went swimming pool working towards personal fitness yes,joy
know let words flow like blog still feel pressure making unsure skills,fear
started feel kind skeptical,fear
feel benefits generous budget exotic sets gorgeous matte paintings,love
know children fulfill dreams happy sponsored children better chance instead feeling hopeless vision something beyond lives poverty,sadness
feel love men abused,sadness
feel like class also reaffirmed importance women supporting women learning okay inclusive feminist community,love
love author feel ultimately one career jobs fabulous experiences bring lot writing,joy
feel fake,sadness
guess fiction powers along good emotions versus bad emotions wouldnt much excitement feelings characters sweet harmonious,love
surprised amount courage men help feel slightly shocked,surprise
feel relieved,joy
left movie feeling frightened least convinced number held kind mystical power key government conspiracy,fear
feeling incredibly generous allow mike spoon minutes start panic breathing gets idea rolls side bed,love
would suggest people might feel ease caring giving societies,love
feel like class clown im outgoing person,joy
listening belle sebastian feeling agitated,fear
almost feel greedy believing want much,anger
met really cute girl feel kind fond today normally girls really complex around,love
went feeling little hostile felt like didnt really care,anger
feel like lucky like four leaf clover,joy
exam,fear
im dreaming zombie apocalypses alien dragons breathing tubes attacking earth feeling cranky,anger
mentioned previously two months feeling hopeful positive thought might able forgive,joy
reply feeling suspicious,fear
organised feeling smug last managed list couple fathers day cards etsy folksy shops,joy
feel blessed years thankful learned,joy
fluffed girly stuff like feeling treasured stuff,love
feel kinda lost posted href http jumbleupon,sadness
feel moderately handsome minute soon go ill look like twat,joy
make feel kind intelligent inspired sometimes,joy
feel hopeless serious need encouragement,sadness
feel like cant take anymore told boyfriend furious,anger
kept quiet feeling little foolish quick jump conclusion,sadness
reading old messages knight feeling sentimental texted back,sadness
feeling helpless could explain,sadness
would ideally like able come terms one point acim happily integrated abraham processes feel resolved,joy
catapulted back feeling terrified people awhile,fear
stayed freezing stream maybe minutes longer would otherwise enjoying feeling water abused body,sadness
feel completely emotionally exhausted pretty much point cut ties every man know,sadness
feel honored call rex dingler friend,joy
almost lost feelings gloomy world,sadness
feel fond want squeeze tightly unusually,love
feel supportive encouraging,love
finish steinbeck feel invigorated enriched,joy
feel triumphant deal,joy
many bright little faces burned memory kids made life feel worthwhile made feel glad decided apply program made really difficult days worth,joy
feel popular special important,joy
im beginning feel listless bit lonely,sadness
feel disappointed impatient frustrated guitar player,sadness
normally kind person gets emotional upon meeting public figure strange sounds seeing yesterday first time ever feeling came feeling one might feel upon seeing beloved favorite loving aunt lol,love
tend want cook feel grumpy tired stressed,anger
feeling terribly burdened impending anxiety trying keep eyes prize,sadness
feel rejected unwanted,sadness
feel determined even nervous unknown future perhaps even bit thrilling,joy
feel kids know theyre talented think one things whole american idol deal grab hold tell,joy
didnt want stay feeling loneliness emptiness prayers blank requests paper deity,sadness
feel stress relieved time run treadmill swim multi coloured pool every day,joy
make today bonus feel like today already worthwhile,joy
feel totally exhausted tired,sadness
im one feels discomfort discontent general evidenced matt muse quoted talking album look protests france size level protest doesnt really relate theyre protesting,sadness
would imagine someone achieved much yet feel desire reach towards greedy hands caretakers give sand hourglass mine,anger
feeling anymore vigorous sexual activity coming yes misspelt cumming days parts begin fall,joy
feel bitter cancer relegated unnecessary meet someone important oncologist,anger
remember feeling surprised stunned writer stature quality lauren read one books long ago,surprise
wanted go ask batting feeling hesitant approaching big player,fear
ive feeling particularly thankful husband sure sign brain tumor something terribly amiss noodle,joy
feel rejected men like gave asking ran away,sadness
like padding makes ride comfortable feels funny walk riding let alone looks like lol,surprise
feel shes talented,joy
feel like self promotion truly caring greater good,love
feel homesick read collection stories,sadness
feel foundations faith shaken core,fear
feel horrible people whose babies accidentally suffocate blankets stuff guilt must terrible case like avoidable frustrating anything,sadness
written feel suddenly hesitant post,fear
still feel days precious commodities dissolving away never seen like frosty ice cube melting glaring afternoon sun,joy
throw better ill feel heck im paranoid tree brach right jumped chipmunk crossed path went walking today,fear
im feeling generous entirety free consumption,joy
feeling uncertain concerned afraid person circumstance environment change,fear
still feel really regretful leaving,sadness
feel delicate,love
feel comfortable enough presentations front professors students performer somewhat like thing experiences back grade school hard came presenting wasnt got made fun,joy
feel joy anticipation divine right,joy
felt guilt sad anger anything feeling less completely thrilled life,joy
got home feeling exhausted discouraged,sadness
feel distanced ever unimportant shh bah,sadness
say without doubt certainly tend eat feeling unhappy stressed,sadness
really feel progressing towards society fearless incrementally throwing away seemingly rigid boundaries like paranoia security one belongings href http www,joy
weekend home,anger
feel hated feel angry feel sad feel like im going abandoned feel angry abandoned someone reality one age expect neither party abandoned,anger
im feeling pissed picking toys,anger
feel frustrated easier days remember blessing research learning trial error hard success patience give far better garden long run,anger
asked thought us contact years simply said feeling find little boy family know little guy perfect,joy
normally better avoiding expensive pre packaged products go waitrose still feeling bit shaken parking issues bought extra bits calm nerves,fear
come cinema feeling like giggly schoolgirl,joy
feel wronged,anger
cant seem hold back comes feeling wish could heartless keep pain away sigh whatever fucking emo live journal,anger
feel nostalgic enjoyed essence,love
im feeling quite distressed amount horses whose jaws jammed shut consider excessive nosebands along considerable amount metal mouths,fear
read peoples posts moments feel id give left fingernail left fingernail precious one polish perfectly,joy
suppose thats feel melancholy whole thing,sadness
dance feel joy generous become live present let trauma hook less important past becomes,joy
wake decide feel like something else entirely well ill instead,joy
feel special fun say lol amvassago cant stop laughing ever read something see beefy amkris toshibalol amits epic word beef cake amvassago nooo,joy
feel jaded,sadness
rushing around packing kit ready fly gambia tuesday instead sat feeling rather melancholy emotional supping small well fairly small,sadness
ive feeling demands three beloved males pushing pulling spinning around dance beat drum,joy
feel accepted think like said tripping tall cotton look snakes,joy
managed put stop things left feeling regretful miserable everyday,sadness
feel cranky right,anger
heard treatment friend jail really inhuman never realised things also happen netherlands,anger
feeling decided buy anyway dumb move,sadness
picture feeling shy class signed,fear
still feel guilty day taking spot,sadness
love movie good feel really keeps enthralled road,surprise
feeling restless one home sunny outside,fear
feel deserve get depressed,sadness
im working right im feeling lot optimistic pattern,joy
baffled hurt feel assaulted unsafe,fear
expert feeling rushed anxious getting worked frustrated feel overwhelmed job,anger
feel safe,joy
love thinking lately feel free comment tell idiot whatever,joy
feel dazed deserted,surprise
want feel energetic bit exercise every day minutes feel awake energized focused,joy
mother tremendous phone talked hours good mood,joy
feeling jealous remind story keeps path better living,anger
im feeling jolly time im feeling nao,joy
feeling rather lonely,sadness
im happy feeling something last days ive felt pretty,joy
feeling delicious,joy
feel learning purpose workings universe continue evolve transcend productive along journey,joy
grateful every one still made feel funny,surprise
